dataset,subject,session,pipeline,metric,score,fold,fold_policy,n_train,n_test,n_channels,time,pipeline_digest,paradigm_digest,evaluation,moecog_version,computed_at
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,accuracy,0.7666666666666667,3,chronological,120,30,84,0.6945698261260986,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,balanced_accuracy,0.7942857142857143,3,chronological,120,30,84,0.6945698261260986,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,kappa,0.6197183098591549,3,chronological,120,30,84,0.6799280643463135,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,accuracy,0.7,3,chronological,120,30,84,0.6799280643463135,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,balanced_accuracy,0.7342857142857142,3,chronological,120,30,84,0.6799280643463135,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,kappa,0.1891891891891893,3,chronological,120,30,84,1.6450939178466797,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,accuracy,0.3333333333333333,3,chronological,120,30,84,1.6450939178466797,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,balanced_accuracy,0.3904761904761904,3,chronological,120,30,84,1.6450939178466797,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,HighGamma + LDA,kappa,0.7457627118644068,4,chronological,120,30,84,0.6813509464263916,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,HighGamma + LDA,accuracy,0.8,4,chronological,120,30,84,0.6813509464263916,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,HighGamma + LDA,balanced_accuracy,0.8,4,chronological,120,30,84,0.6813509464263916,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,kappa,0.6610169491525424,4,chronological,120,30,84,0.6880128383636475,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02
