dataset,subject,session,pipeline,metric,score,fold,n_train,n_test,n_channels,time
Miller2019-motor_basic,ug,0,LogBandPower+LDA,balanced_accuracy,1.0,1,72,18,25,0.27533864974975586
Miller2019-motor_basic,ug,0,LogBandPower+LDA,kappa,1.0,1,72,18,25,0.27533864974975586
Miller2019-motor_basic,ug,0,HighGamma+LDA,accuracy,1.0,1,72,18,25,0.26822638511657715
Miller2019-motor_basic,ug,0,HighGamma+LDA,balanced_accuracy,1.0,1,72,18,25,0.26822638511657715
Miller2019-motor_basic,ug,0,HighGamma+LDA,kappa,1.0,1,72,18,25,0.26822638511657715
Miller2019-motor_basic,ug,0,LogBandPower+LDA,accuracy,1.0,2,72,18,25,0.27486753463745117
Miller2019-motor_basic,ug,0,LogBandPower+LDA,balanced_accuracy,1.0,2,72,18,25,0.27486753463745117
Miller2019-motor_basic,ug,0,LogBandPower+LDA,kappa,1.0,2,72,18,25,0.27486753463745117
Miller2019-motor_basic,ug,0,HighGamma+LDA,accuracy,1.0,2,72,18,25,0.26984119415283203
Miller2019-motor_basic,ug,0,HighGamma+LDA,balanced_accuracy,1.0,2,72,18,25,0.26984119415283203
Miller2019-motor_basic,ug,0,HighGamma+LDA,kappa,1.0,2,72,18,25,0.26984119415283203
Miller2019-motor_basic,ug,0,LogBandPower+LDA,accuracy,1.0,3,72,18,25,0.2776918411254883
Miller2019-motor_basic,ug,0,LogBandPower+LDA,balanced_accuracy,1.0,3,72,18,25,0.2776918411254883
Miller2019-motor_basic,ug,0,LogBandPower+LDA,kappa,1.0,3,72,18,25,0.2776918411254883
Miller2019-motor_basic,ug,0,HighGamma+LDA,accuracy,1.0,3,72,18,25,0.2691833972930908
Miller2019-motor_basic,ug,0,HighGamma+LDA,balanced_accuracy,1.0,3,72,18,25,0.2691833972930908
Miller2019-motor_basic,ug,0,HighGamma+LDA,kappa,1.0,3,72,18,25,0.2691833972930908
Miller2019-motor_basic,ug,0,LogBandPower+LDA,accuracy,1.0,4,72,18,25,0.277069091796875
Miller2019-motor_basic,ug,0,LogBandPower+LDA,balanced_accuracy,1.0,4,72,18,25,0.277069091796875
Miller2019-motor_basic,ug,0,LogBandPower+LDA,kappa,1.0,4,72,18,25,0.277069091796875
Miller2019-motor_basic,ug,0,HighGamma+LDA,accuracy,1.0,4,72,18,25,0.26898694038391113
Miller2019-motor_basic,ug,0,HighGamma+LDA,balanced_accuracy,1.0,4,72,18,25,0.26898694038391113
Miller2019-motor_basic,ug,0,HighGamma+LDA,kappa,1.0,4,72,18,25,0.26898694038391113
Miller2019-motor_basic,wc,0,LogBandPower+LDA,accuracy,1.0,0,48,12,64,1.2319960594177246
Miller2019-motor_basic,wc,0,LogBandPower+LDA,balanced_accuracy,1.0,0,48,12,64,1.2319960594177246
Miller2019-motor_basic,wc,0,LogBandPower+LDA,kappa,1.0,0,48,12,64,1.2319960594177246
Miller2019-motor_basic,wc,0,HighGamma+LDA,accuracy,1.0,0,48,12,64,0.46862196922302246
Miller2019-motor_basic,wc,0,HighGamma+LDA,balanced_accuracy,1.0,0,48,12,64,0.46862196922302246
Miller2019-motor_basic,wc,0,HighGamma+LDA,kappa,1.0,0,48,12,64,0.46862196922302246
Miller2019-motor_basic,wc,0,LogBandPower+LDA,accuracy,1.0,1,48,12,64,1.4757261276245117
Miller2019-motor_basic,wc,0,LogBandPower+LDA,balanced_accuracy,1.0,1,48,12,64,1.4757261276245117
Miller2019-motor_basic,wc,0,LogBandPower+LDA,kappa,1.0,1,48,12,64,1.4757261276245117
Miller2019-motor_basic,wc,0,HighGamma+LDA,accuracy,1.0,1,48,12,64,0.47327160835266113
Miller2019-motor_basic,wc,0,HighGamma+LDA,balanced_accuracy,1.0,1,48,12,64,0.47327160835266113
Miller2019-motor_basic,wc,0,HighGamma+LDA,kappa,1.0,1,48,12,64,0.47327160835266113
Miller2019-motor_basic,wc,0,LogBandPower+LDA,accuracy,1.0,2,48,12,64,1.6405444145202637
Miller2019-motor_basic,wc,0,LogBandPower+LDA,balanced_accuracy,1.0,2,48,12,64,1.6405444145202637
Miller2019-motor_basic,wc,0,LogBandPower+LDA,kappa,1.0,2,48,12,64,1.6405444145202637
Miller2019-motor_basic,wc,0,HighGamma+LDA,accuracy,1.0,2,48,12,64,0.47298479080200195
Miller2019-motor_basic,wc,0,HighGamma+LDA,balanced_accuracy,1.0,2,48,12,64,0.47298479080200195
Miller2019-motor_basic,wc,0,HighGamma+LDA,kappa,1.0,2,48,12,64,0.47298479080200195
Miller2019-motor_basic,wc,0,LogBandPower+LDA,accuracy,1.0,3,48,12,64,1.5242435932159424
Miller2019-motor_basic,wc,0,LogBandPower+LDA,balanced_accuracy,1.0,3,48,12,64,1.5242435932159424
Miller2019-motor_basic,wc,0,LogBandPower+LDA,kappa,1.0,3,48,12,64,1.5242435932159424
Miller2019-motor_basic,wc,0,HighGamma+LDA,accuracy,1.0,3,48,12,64,0.4645421504974365
Miller2019-motor_basic,wc,0,HighGamma+LDA,balanced_accuracy,1.0,3,48,12,64,0.4645421504974365
Miller2019-motor_basic,wc,0,HighGamma+LDA,kappa,1.0,3,48,12,64,0.4645421504974365
Miller2019-motor_basic,wc,0,LogBandPower+LDA,accuracy,1.0,4,48,12,64,1.4992551803588867
Miller2019-motor_basic,wc,0,LogBandPower+LDA,balanced_accuracy,1.0,4,48,12,64,1.4992551803588867
Miller2019-motor_basic,wc,0,LogBandPower+LDA,kappa,1.0,4,48,12,64,1.4992551803588867
Miller2019-motor_basic,wc,0,HighGamma+LDA,accuracy,1.0,4,48,12,64,0.47528648376464844
Miller2019-motor_basic,wc,0,HighGamma+LDA,balanced_accuracy,1.0,4,48,12,64,0.47528648376464844
Miller2019-motor_basic,wc,0,HighGamma+LDA,kappa,1.0,4,48,12,64,0.47528648376464844
Miller2019-motor_basic,zt,0,LogBandPower+LDA,accuracy,1.0,0,48,12,48,0.36399412155151367
Miller2019-motor_basic,zt,0,LogBandPower+LDA,balanced_accuracy,1.0,0,48,12,48,0.36399412155151367
Miller2019-motor_basic,zt,0,LogBandPower+LDA,kappa,1.0,0,48,12,48,0.36399412155151367
Miller2019-motor_basic,zt,0,HighGamma+LDA,accuracy,1.0,0,48,12,48,0.3520815372467041
Miller2019-motor_basic,zt,0,HighGamma+LDA,balanced_accuracy,1.0,0,48,12,48,0.3520815372467041
Miller2019-motor_basic,zt,0,HighGamma+LDA,kappa,1.0,0,48,12,48,0.3520815372467041
Miller2019-motor_basic,zt,0,LogBandPower+LDA,accuracy,1.0,1,48,12,48,0.3679330348968506
Miller2019-motor_basic,zt,0,LogBandPower+LDA,balanced_accuracy,1.0,1,48,12,48,0.3679330348968506
Miller2019-motor_basic,zt,0,LogBandPower+LDA,kappa,1.0,1,48,12,48,0.3679330348968506
Miller2019-motor_basic,zt,0,HighGamma+LDA,accuracy,1.0,1,48,12,48,0.3490641117095947
Miller2019-motor_basic,zt,0,HighGamma+LDA,balanced_accuracy,1.0,1,48,12,48,0.3490641117095947
Miller2019-motor_basic,zt,0,HighGamma+LDA,kappa,1.0,1,48,12,48,0.3490641117095947
Miller2019-motor_basic,zt,0,LogBandPower+LDA,accuracy,1.0,2,48,12,48,0.3703334331512451
Miller2019-motor_basic,zt,0,LogBandPower+LDA,balanced_accuracy,1.0,2,48,12,48,0.3703334331512451
Miller2019-motor_basic,zt,0,LogBandPower+LDA,kappa,1.0,2,48,12,48,0.3703334331512451
Miller2019-motor_basic,zt,0,HighGamma+LDA,accuracy,1.0,2,48,12,48,0.3519744873046875
Miller2019-motor_basic,zt,0,HighGamma+LDA,balanced_accuracy,1.0,2,48,12,48,0.3519744873046875
Miller2019-motor_basic,zt,0,HighGamma+LDA,kappa,1.0,2,48,12,48,0.3519744873046875
Miller2019-motor_basic,zt,0,LogBandPower+LDA,accuracy,1.0,3,48,12,48,0.3778574466705322
Miller2019-motor_basic,zt,0,LogBandPower+LDA,balanced_accuracy,1.0,3,48,12,48,0.3778574466705322
Miller2019-motor_basic,zt,0,LogBandPower+LDA,kappa,1.0,3,48,12,48,0.3778574466705322
Miller2019-motor_basic,zt,0,HighGamma+LDA,accuracy,1.0,3,48,12,48,0.348644495010376
Miller2019-motor_basic,zt,0,HighGamma+LDA,balanced_accuracy,1.0,3,48,12,48,0.348644495010376
Miller2019-motor_basic,zt,0,HighGamma+LDA,kappa,1.0,3,48,12,48,0.348644495010376
Miller2019-motor_basic,zt,0,LogBandPower+LDA,accuracy,1.0,4,48,12,48,0.37103891372680664
Miller2019-motor_basic,zt,0,LogBandPower+LDA,balanced_accuracy,1.0,4,48,12,48,0.37103891372680664
Miller2019-motor_basic,zt,0,LogBandPower+LDA,kappa,1.0,4,48,12,48,0.37103891372680664
Miller2019-motor_basic,zt,0,HighGamma+LDA,accuracy,1.0,4,48,12,48,0.3499484062194824
Miller2019-motor_basic,zt,0,HighGamma+LDA,balanced_accuracy,1.0,4,48,12,48,0.3499484062194824
Miller2019-motor_basic,zt,0,HighGamma+LDA,kappa,1.0,4,48,12,48,0.3499484062194824
